Date,Open,High,Low,Close,Adj Close,Volume
2008-08-21,11415.230469,11476.209961,11315.570313,11430.209961,11430.209961,130020000
2008-08-22,11426.790039,11632.129883,11426.790039,11628.059570,11628.059570,138790000
2008-08-25,11626.190430,11626.269531,11362.629883,11386.250000,11386.250000,148610000
2008-08-26,11383.559570,11436.240234,11340.410156,11412.870117,11412.870117,119800000
2008-08-27,11412.459961,11554.459961,11381.769531,11502.509766,11502.509766,120580000
2008-08-28,11499.870117,11715.179688,11499.790039,11715.179688,11715.179688,149150000
2008-08-29,11713.230469,11713.230469,11543.389648,11543.959961,11543.959961,166910000
2008-09-02,11545.629883,11790.169922,11471.900391,11516.919922,11516.919922,177090000
2008-09-03,11506.009766,11554.379883,11416.530273,11532.879883,11532.879883,174250000
2008-09-04,11532.480469,11532.480469,11176.019531,11188.230469,11188.230469,229200000
2008-09-05,11185.629883,11245.150391,11037.849609,11220.959961,11220.959961,198300000
2008-09-08,11224.870117,11570.660156,11224.790039,11510.740234,11510.740234,273000000
2008-09-09,11514.730469,11577.500000,11230.730469,11230.730469,11230.730469,257300000
2008-09-10,11233.910156,11380.629883,11215.259766,11268.919922,11268.919922,214260000
2008-09-11,11264.440430,11445.679688,11098.669922,11433.709961,11433.709961,247820000
2008-09-12,11429.320313,11459.929688,11280.400391,11421.990234,11421.990234,238890000
2008-09-15,11416.370117,11416.450195,10917.509766,10917.509766,10917.509766,432970000
2008-09-16,10905.620117,11093.219727,10742.700195,11059.019531,11059.019531,494760000
2008-09-17,11056.580078,11057.309570,10595.900391,10609.660156,10609.660156,463200000
2008-09-18,10609.009766,11076.440430,10459.440430,11019.690430,11019.690430,488060000
2008-09-19,11027.509766,11483.049805,11026.700195,11388.440430,11388.440430,655110000
2008-09-22,11394.419922,11394.580078,10992.200195,11015.690430,11015.690430,213210000
2008-09-23,11015.690430,11143.209961,10833.940430,10854.169922,10854.169922,204480000
2008-09-24,10850.019531,10928.400391,10753.570313,10825.169922,10825.169922,183630000
2008-09-25,10827.169922,11129.190430,10827.009766,11022.059570,11022.059570,218530000
2008-09-26,11019.040039,11168.059570,10868.820313,11143.129883,11143.129883,232560000
2008-09-29,11139.620117,11139.940430,10365.450195,10365.450195,10365.450195,385940000
2008-09-30,10371.580078,10868.900391,10371.419922,10850.660156,10850.660156,319770000
2008-10-01,10847.400391,10882.519531,10631.950195,10831.070313,10831.070313,256670000
2008-10-02,10825.540039,10825.540039,10439.519531,10482.849609,10482.849609,395330000
2008-10-03,10483.959961,10796.259766,10310.250000,10325.379883,10325.379883,299690000
2008-10-06,10322.519531,10322.759766,9525.320313,9955.500000,9955.500000,391460000
2008-10-07,9955.419922,10124.030273,9436.669922,9447.110352,9447.110352,362520000
2008-10-08,9437.230469,9628.070313,9194.780273,9258.099609,9258.099609,479270000
2008-10-09,9261.690430,9448.139648,8579.190430,8579.190430,8579.190430,436740000
2008-10-10,8568.669922,8901.280273,7882.509766,8451.190430,8451.190430,674920000
2008-10-13,8462.419922,9427.990234,8462.179688,9387.610352,9387.610352,399290000
2008-10-14,9388.969727,9794.370117,9085.429688,9310.990234,9310.990234,412740000
2008-10-15,9301.910156,9308.759766,8530.120117,8577.910156,8577.910156,374350000
2008-10-16,8577.040039,9013.269531,8197.669922,8979.259766,8979.259766,422450000
2008-10-17,8975.349609,9281.120117,8718.250000,8852.219727,8852.219727,360600000
2008-10-20,8852.299805,9266.629883,8852.219727,9265.429688,9265.429688,241400000
2008-10-21,9262.799805,9284.549805,9004.269531,9033.660156,9033.660156,231160000
2008-10-22,9027.839844,9027.839844,8335.299805,8519.209961,8519.209961,348840000
2008-10-23,8519.769531,8795.990234,8243.549805,8691.250000,8691.250000,340740000
2008-10-24,8683.209961,8683.209961,8187.479980,8378.950195,8378.950195,335680000
2008-10-27,8375.919922,8599.099609,8143.589844,8175.770020,8175.770020,281180000
2008-10-28,8178.720215,9082.080078,8174.729980,9065.120117,9065.120117,372160000
2008-10-29,9062.330078,9363.320313,8890.290039,8990.959961,8990.959961,316230000
2008-10-30,9004.660156,9266.469727,8976.870117,9180.690430,9180.690430,267210000
2008-10-31,9179.089844,9454.360352,9119.200195,9325.009766,9325.009766,310950000
2008-11-03,9326.040039,9410.549805,9255.480469,9319.830078,9319.830078,180970000
2008-11-04,9323.889648,9653.950195,9323.889648,9625.280273,9625.280273,254930000
2008-11-05,9616.599609,9616.599609,9111.469727,9139.269531,9139.269531,264640000
2008-11-06,9134.009766,9155.440430,8637.169922,8695.790039,8695.790039,344350000
2008-11-07,8696.030273,8961.570313,8696.030273,8943.809570,8943.809570,246300000
2008-11-10,8946.599609,9159.580078,8760.459961,8870.540039,8870.540039,221230000
2008-11-11,8864.320313,8867.910156,8560.709961,8693.959961,8693.959961,257270000
2008-11-12,8684.519531,8684.599609,8265.290039,8282.660156,8282.660156,314660000
2008-11-13,8281.139648,8876.589844,7965.419922,8835.250000,8835.250000,476600000
2008-11-14,8822.190430,8923.179688,8469.990234,8497.309570,8497.309570,304370000
2008-11-17,8494.839844,8571.299805,8246.889648,8273.580078,8273.580078,278220000
2008-11-18,8273.339844,8477.950195,8105.439941,8424.750000,8424.750000,366390000
2008-11-19,8420.690430,8504.639648,7987.080078,7997.279785,7997.279785,350470000
2008-11-20,7995.529785,8187.399902,7506.970215,7552.290039,7552.290039,528130000
2008-11-21,7552.370117,8071.750000,7449.379883,8046.419922,8046.419922,569010000
2008-11-24,8048.089844,8599.019531,8048.089844,8443.389648,8443.389648,491890000
2008-11-25,8445.139648,8607.379883,8281.459961,8479.469727,8479.469727,374020000
2008-11-26,8464.490234,8726.610352,8311.169922,8726.610352,8726.610352,283920000
2008-11-28,8724.700195,8831.349609,8672.690430,8829.040039,8829.040039,155510000
2008-12-01,8826.889648,8827.049805,8141.359863,8149.089844,8149.089844,321010000
2008-12-02,8153.750000,8437.169922,8143.509766,8419.089844,8419.089844,307520000
2008-12-03,8409.139648,8624.190430,8234.150391,8591.690430,8591.690430,294680000
2008-12-04,8587.070313,8631.990234,8259.400391,8376.240234,8376.240234,280880000
2008-12-05,8376.080078,8686.469727,8118.500000,8635.419922,8635.419922,346370000
2008-12-08,8637.650391,9026.410156,8637.490234,8934.179688,8934.179688,358970000
2008-12-09,8934.099609,8934.099609,8651.740234,8691.330078,8691.330078,284950000
2008-12-10,8693.000000,8879.219727,8646.330078,8761.419922,8761.419922,232830000
2008-12-11,8750.129883,8809.450195,8512.759766,8565.089844,8565.089844,290540000
2008-12-12,8563.099609,8682.570313,8347.809570,8629.679688,8629.679688,271030000
2008-12-15,8628.809570,8676.280273,8469.030273,8564.530273,8564.530273,229940000
2008-12-16,8565.650391,8958.790039,8565.650391,8924.139648,8924.139648,337190000
2008-12-17,8921.910156,8961.259766,8778.070313,8824.339844,8824.339844,239260000
2008-12-18,8823.940430,8883.360352,8527.410156,8604.990234,8604.990234,274080000
2008-12-19,8606.500000,8787.230469,8550.429688,8579.110352,8579.110352,550150000
2008-12-22,8573.370117,8601.410156,8372.019531,8519.690430,8519.690430,211090000
2008-12-23,8518.650391,8604.120117,8391.299805,8419.490234,8419.490234,174640000
2008-12-24,8416.860352,8498.500000,8416.860352,8468.480469,8468.480469,66930000
2008-12-26,8468.709961,8533.070313,8461.780273,8515.549805,8515.549805,86760000
2008-12-29,8515.870117,8530.679688,8364.059570,8483.929688,8483.929688,153730000
2008-12-30,8487.509766,8675.240234,8487.509766,8668.389648,8668.389648,162560000
2008-12-31,8666.480469,8842.660156,8664.889648,8776.389648,8776.389648,226760000
2009-01-02,8772.250000,9065.280273,8760.780273,9034.690430,9034.690430,213700000
2009-01-05,9027.129883,9034.370117,8892.360352,8952.889648,8952.889648,233760000
2009-01-06,8954.570313,9088.059570,8940.950195,9015.099609,9015.099609,215410000
2009-01-07,8996.940430,8996.940430,8719.919922,8769.700195,8769.700195,266710000
2009-01-08,8769.940430,8770.019531,8651.190430,8742.459961,8742.459961,226620000
2009-01-09,8738.799805,8769.620117,8576.959961,8599.179688,8599.179688,204300000
2009-01-12,8599.259766,8602.599609,8421.080078,8473.969727,8473.969727,273550000
2009-01-13,8474.610352,8522.080078,8376.879883,8448.559570,8448.559570,304050000
2009-01-14,8446.009766,8446.250000,8140.720215,8200.139648,8200.139648,355050000
2009-01-15,8196.240234,8286.160156,7995.129883,8212.490234,8212.490234,436660000
2009-01-16,8215.669922,8341.200195,8109.339844,8281.219727,8281.219727,439360000
2009-01-20,8279.629883,8291.980469,7939.930176,7949.089844,7949.089844,419200000
2009-01-21,7949.169922,8243.549805,7936.189941,8228.099609,8228.099609,410040000
2009-01-22,8224.429688,8224.830078,7957.140137,8122.799805,8122.799805,420040000
2009-01-23,8108.790039,8152.589844,7909.029785,8077.560059,8077.560059,370510000
2009-01-26,8078.040039,8231.679688,8023.160156,8116.029785,8116.029785,316720000
2009-01-27,8117.390137,8225.790039,8083.140137,8174.729980,8174.729980,247750000
2009-01-28,8175.930176,8405.870117,8175.930176,8375.450195,8375.450195,357940000
2009-01-29,8373.059570,8373.139648,8137.939941,8149.009766,8149.009766,247450000
2009-01-30,8149.009766,8195.759766,7961.919922,8000.859863,8000.859863,303160000
2009-02-02,8000.620117,8000.620117,7867.370117,7936.750000,7936.750000,293890000
2009-02-03,7936.990234,8111.569824,7905.520020,8078.359863,8078.359863,313090000
2009-02-04,8070.319824,8162.149902,7929.259766,7956.660156,7956.660156,345520000
2009-02-05,7954.830078,8107.830078,7845.310059,8063.069824,8063.069824,390980000
2009-02-06,8056.379883,8312.370117,8052.240234,8280.589844,8280.589844,396380000
2009-02-09,8281.379883,8315.070313,8196.240234,8270.870117,8270.870117,289280000
2009-02-10,8269.360352,8269.440430,7848.740234,7888.879883,7888.879883,449890000
2009-02-11,7887.049805,7983.740234,7852.160156,7939.529785,7939.529785,270280000
2009-02-12,7931.970215,7938.819824,7693.979980,7932.759766,7932.759766,331960000
2009-02-13,7933.000000,7970.839844,7840.450195,7850.410156,7850.410156,251960000
2009-02-17,7845.629883,7845.629883,7551.009766,7552.600098,7552.600098,332850000
2009-02-18,7546.350098,7617.759766,7479.970215,7555.629883,7555.629883,268220000
2009-02-19,7555.229980,7614.970215,7447.549805,7465.950195,7465.950195,301480000
2009-02-20,7461.490234,7469.290039,7249.470215,7365.669922,7365.669922,584900000
2009-02-23,7365.990234,7441.020020,7105.939941,7114.779785,7114.779785,406150000
2009-02-24,7115.339844,7378.970215,7114.299805,7350.939941,7350.939941,468010000
2009-02-25,7349.580078,7404.939941,7156.680176,7270.890137,7270.890137,450270000
2009-02-26,7269.060059,7402.310059,7173.560059,7182.080078,7182.080078,321300000
2009-02-27,7180.970215,7195.459961,7033.620117,7062.930176,7062.930176,667950000
2009-03-02,7056.479980,7058.950195,6755.169922,6763.290039,6763.290039,568670000
2009-03-03,6764.810059,6855.290039,6705.629883,6726.020020,6726.020020,445280000
2009-03-04,6726.500000,6979.220215,6726.419922,6875.839844,6875.839844,464830000
2009-03-05,6874.009766,6874.009766,6544.100098,6594.439941,6594.439941,509770000
2009-03-06,6595.160156,6755.169922,6469.950195,6626.939941,6626.939941,425170000
2009-03-09,6625.740234,6709.609863,6516.859863,6547.049805,6547.049805,365990000
2009-03-10,6547.009766,6926.490234,6546.609863,6926.490234,6926.490234,640020000
2009-03-11,6923.129883,7015.060059,6867.549805,6930.399902,6930.399902,524430000
2009-03-12,6932.390137,7184.709961,6872.250000,7170.060059,7170.060059,488690000
2009-03-13,7167.350098,7242.620117,7105.859863,7223.979980,7223.979980,479010000
